,time,lat,lon,eletrico,n_particulas,d_particulas,ldsa
8867218,1359695940.0,47.377443,8.552848,11,2310,50.6,6.2
8867811,1359699000.0,47.377528999999996,8.552897,11,2585,48.0,6.5
8867812,1359699000.0,47.377522,8.552888000000001,11,2547,48.3,6.5
8867827,1359699060.0,47.377445,8.552828,11,2626,48.1,6.6
8867922,1359699540.0,47.377474,8.552871000000001,11,2529,48.2,6.4
8867978,1359699840.0,47.377477,8.552844,11,2602,48.5,6.6
8868657,1359703320.0,47.377454,8.552869,11,2367,40.6,4.9
8868753,1359703800.0,47.377482,8.552842,11,1901,41.6,4.1
8869058,1359705420.0,47.377466999999996,8.552868,11,2016,38.7,4.0
8869188,1359706080.0,47.377446,8.552863,11,1940,38.0,3.7
8869269,1359706500.0,47.377458000000004,8.552883,11,1764,38.4,3.4
8869916,1359709860.0,47.377469,8.552852,11,2780,32.9,4.6
8869930,1359709920.0,47.377462,8.552863,11,2978,32.9,4.9
8870031,1359710460.0,47.377472,8.55287,11,2914,37.8,5.6
8870328,1359712080.0,47.377466999999996,8.552871000000001,11,4688,32.3,7.5
8870501,1359712980.0,47.377448,8.552838000000001,11,5075,33.1,8.4
8870665,1359713760.0,47.377474,8.552866,11,6178,30.8,9.4
8870869,1359714900.0,47.377478,8.55285,11,4508,36.3,8.3
8870872,1359714900.0,47.377475,8.552854,11,5010,34.9,8.8
8871513,1359718140.0,47.377501,8.552819,11,6414,35.1,11.3
8871613,1359718740.0,47.377493,8.552849,11,8430,33.3,14.0
8871737,1359719340.0,47.377481,8.552849,11,6308,34.4,10.9
8872267,1359722100.0,47.377471,8.552857000000001,11,5285,34.9,9.3
8872333,1359722400.0,47.377482,8.552813,11,5002,37.1,9.4
8873033,1359726000.0,47.377464,8.552877,11,8854,30.8,13.5
8873296,1359727320.0,47.377505,8.552874000000001,11,7284,32.8,11.9
8873297,1359727320.0,47.377503999999995,8.552873,11,7268,33.4,12.1
8873386,1359727800.0,47.377474,8.552872,11,8253,32.8,13.5
8873392,1359727800.0,47.377475,8.552866,11,6487,33.3,10.8
8873787,1359729900.0,47.377459,8.552864999999999,11,6858,33.2,11.3
8873797,1359729900.0,47.377452000000005,8.552868,11,5201,38.2,10.1
8873806,1359729960.0,47.377454,8.552877,11,6888,34.7,12.0
8873834,1359730140.0,47.377441,8.552864,11,7610,34.5,13.2
8873907,1359730500.0,47.377469,8.552846,11,8011,35.2,14.2
8874089,1359731400.0,47.377468,8.552841,11,6325,37.6,12.1
8874109,1359731460.0,47.377462,8.552871000000001,11,6741,37.5,12.8
8874174,1359731820.0,47.377471,8.552853,11,5854,37.8,11.2
8874690,1359734520.0,47.377448,8.552859,11,5631,35.2,10.0
8874850,1359735300.0,47.377456,8.552850999999999,11,7738,36.0,14.0
8874861,1359735360.0,47.377459,8.552872,11,7942,35.9,14.4
8874874,1359735420.0,47.377457,8.552859,11,7525,34.9,13.2
8875210,1359737160.0,47.377501,8.552852,11,8882,35.7,16.0
8875766,1359740040.0,47.377521,8.552859,11,3880,38.6,7.6
8876290,1359742740.0,47.377475,8.552869,11,3379,38.8,6.7
8876401,1359743340.0,47.377487,8.552849,11,3777,36.7,7.0
8876633,1359744600.0,47.377485,8.552847,11,3519,38.1,6.8
8877099,1359746940.0,47.377464,8.552871000000001,11,5453,34.5,9.4
8877122,1359747060.0,47.377459,8.552833999999999,11,5193,35.8,9.4
8877312,1359748080.0,47.377465,8.552836,11,7677,39.5,15.5
8877379,1359748440.0,47.377464,8.55284,11,6109,40.7,12.7
8877575,1359749400.0,47.377447,8.552823,11,5936,41.4,12.6
8877692,1359750000.0,47.377435999999996,8.552814999999999,11,7209,42.8,15.9
8877855,1359750900.0,47.37745,8.552861,11,9149,44.1,20.9
8877955,1359751380.0,47.377454,8.552873,11,6091,40.5,12.6
8877982,1359751500.0,47.377471,8.552866,11,8109,41.6,17.4
8878089,1359752040.0,47.377462,8.552877,11,6767,39.6,13.7
8878091,1359752040.0,47.377459,8.552877,11,6621,39.2,13.2
8878127,1359752280.0,47.377461,8.552864,11,8448,42.0,18.2
8878158,1359752400.0,47.377444,8.552866999999999,11,6047,39.9,12.3
8878187,1359752580.0,47.37744,8.552863,11,6806,40.9,14.3
8878254,1359752880.0,47.377449,8.552878,11,7894,40.3,16.3
8878461,1359753960.0,47.377421999999996,8.55286,11,8155,43.0,18.1
8878594,1359754680.0,47.37746,8.552873,11,4603,38.8,9.1
8878602,1359754680.0,47.377449,8.552854,11,4404,40.0,9.0
8878609,1359754740.0,47.377427000000004,8.552843,11,4996,38.5,9.8
8878699,1359755160.0,47.37747,8.552845,11,5106,40.5,10.6
8878943,1359756420.0,47.377465,8.552868,11,4685,41.8,10.1
8879369,1359758640.0,47.37747,8.552863,11,7792,47.5,19.4
8879468,1359759120.0,47.377492,8.552852,11,6730,49.2,17.4
8879683,1359760200.0,47.377489000000004,8.552862,11,7810,51.2,21.1
8880075,1359762240.0,47.377461,8.552859,11,3860,42.6,8.5
8880088,1359762300.0,47.377475,8.552892,11,3590,44.5,8.3
8880114,1359762420.0,47.37748,8.552891,11,3730,42.5,8.2
8880512,1359764460.0,47.377501,8.552883999999999,11,1610,41.4,3.4
8880580,1359764820.0,47.37753,8.552885,11,2243,37.4,4.2
8881094,1359767460.0,47.377475,8.552872,11,1483,38.4,2.9
8881516,1359769680.0,47.377488,8.552873,11,4098,30.0,6.1
8881905,1359771660.0,47.377492,8.552845,11,1400,38.3,2.7
8882175,1359773100.0,47.377507,8.552863,11,1496,36.1,2.7
8882489,1359774660.0,47.377466,8.55286,11,1831,33.2,3.0
8882922,1359776940.0,47.377512,8.552873,11,1215,30.5,1.8
8883083,1359777720.0,47.377475,8.552873,11,1289,29.2,1.8
8883344,1359779040.0,47.377469,8.552878999999999,11,2253,21.0,2.2
8883348,1359779040.0,47.37747,8.552866,11,1875,23.9,2.1
8883471,1359779760.0,47.377476,8.552852,11,1368,26.9,1.8
8883879,1359781800.0,47.377468,8.552836,11,1511,27.7,2.0
8883915,1359781980.0,47.377474,8.552833999999999,11,1747,26.9,2.3
8884167,1359783300.0,47.377463,8.552839,11,1613,29.6,2.4
8884217,1359783600.0,47.377457,8.55285,11,1663,31.9,2.6
8884309,1359784020.0,47.377485,8.552845,11,2234,31.0,3.4
8884467,1359784860.0,47.377481,8.552848,11,2591,29.4,3.7
8884642,1359785700.0,47.377456,8.552866999999999,11,2476,27.5,3.3
8884792,1359786480.0,47.377472,8.552863,11,2889,25.9,3.6
8885182,1359788460.0,47.377465,8.552868,11,3038,24.4,3.6
8885377,1359789480.0,47.377471,8.552846,11,3270,25.9,4.1
8885480,1359789960.0,47.37747,8.552839,11,2851,30.6,4.3
8885569,1359790500.0,47.377466999999996,8.552873,11,3501,29.3,5.0
8886189,1359793620.0,47.377446,8.552856,11,4681,29.8,6.9
8886190,1359793620.0,47.377444,8.552856,11,4696,30.0,6.9
8886257,1359793920.0,47.377464,8.552849,11,5112,29.5,7.4
8886321,1359794340.0,47.377466,8.552882,11,4040,32.1,6.4
8886936,1359797400.0,47.377478,8.552856,11,4735,38.0,9.1
8887019,1359797880.0,47.37746,8.552874000000001,11,4571,38.6,9.0
8887230,1359798960.0,47.377443,8.552853,11,4376,44.9,10.2
8887442,1359800040.0,47.377464,8.552845,11,5674,38.4,11.1
8887657,1359801120.0,47.377455,8.552881,11,5888,37.6,11.2
8887926,1359802500.0,47.377464,8.552862,11,6419,37.3,12.1
8888223,1359804000.0,47.377481,8.552849,11,6184,37.0,11.6
8888281,1359804300.0,47.377474,8.552838000000001,11,7049,37.2,13.3
8888421,1359805080.0,47.377469,8.55286,11,5731,38.3,11.2
8888555,1359805740.0,47.377468,8.552856,11,7194,39.0,14.3
8888702,1359806460.0,47.377479,8.552864999999999,11,6841,36.3,12.5
8889092,1359808500.0,47.377483000000005,8.552866999999999,11,6297,38.2,12.2
8889383,1359809940.0,47.377458000000004,8.552882,11,6268,39.2,12.5
8889561,1359810840.0,47.377454,8.55287,11,6192,39.0,12.3
8889632,1359811200.0,47.377478,8.552843,11,4119,41.2,8.7
8889703,1359811560.0,47.377463,8.552850999999999,11,3581,43.9,8.1
8889872,1359812460.0,47.37747,8.552849,11,3849,43.5,8.7
8890366,1359814980.0,47.377451,8.552845,11,5319,38.4,10.4
8890371,1359814980.0,47.377446,8.55284,11,5277,38.7,10.4
8890445,1359815400.0,47.37747,8.552854,11,5045,38.6,9.9
8890478,1359815520.0,47.377472,8.552846,11,3897,42.9,8.6
8891024,1359818340.0,47.377503999999995,8.552856,11,4116,36.1,7.5
8891161,1359819060.0,47.377496,8.552847,11,4025,35.1,7.1
8891163,1359819060.0,47.377497999999996,8.552848,11,3830,35.8,6.9
8891270,1359819660.0,47.377474,8.552854,11,3958,35.0,7.0
8891534,1359821040.0,47.377434,8.552837,11,3214,44.1,7.3
8891564,1359821160.0,47.377492,8.552848,11,2507,49.2,6.5
8891571,1359821220.0,47.3775,8.55286,11,2743,44.4,6.3
8891639,1359821580.0,47.377464,8.552854,11,3064,44.4,7.0
8891670,1359821700.0,47.377472,8.552848,11,2541,49.9,6.7
8891958,1359823260.0,47.377474,8.552843,11,4192,42.2,9.1
8892058,1359823740.0,47.377487,8.552854,11,2623,48.1,6.6
8892164,1359824280.0,47.377493,8.552882,11,5212,33.5,8.7
8892202,1359824460.0,47.377493,8.55284,11,4795,36.2,8.8
8892510,1359826020.0,47.377517,8.552850999999999,11,4319,44.6,10.0
8892522,1359826080.0,47.377507,8.552849,11,4973,41.1,10.5
8892583,1359826380.0,47.377511,8.552875,11,6272,40.0,12.8
8892638,1359826740.0,47.37749,8.552878999999999,11,5307,39.5,10.7
8893014,1359828660.0,47.377444,8.552863,11,6996,39.9,14.3
8893022,1359828660.0,47.377456,8.552877,11,6375,39.8,13.0
8893351,1359830400.0,47.377494,8.552841,11,6100,41.6,13.1
8893369,1359830520.0,47.377485,8.552845,11,6780,41.2,14.3
8893591,1359831600.0,47.377466999999996,8.552847,11,11662,37.6,22.2
8893618,1359831720.0,47.377474,8.55285,11,9333,40.5,19.4
8893842,1359832860.0,47.377484,8.552873,11,7579,43.5,17.1
8894192,1359834660.0,47.377468,8.552864,11,8747,37.3,16.6
8894257,1359835020.0,47.377472999999995,8.552875,11,9425,37.6,18.0
8894278,1359835140.0,47.37745,8.552863,11,8272,36.3,15.2
8894308,1359835260.0,47.377433,8.552850999999999,11,7691,37.3,14.6
8894692,1359837180.0,47.37746,8.552861,11,7019,43.1,15.6
8894834,1359837960.0,47.377456,8.55284,11,5900,44.9,13.8
8895048,1359839040.0,47.377457,8.552871000000001,11,6026,46.8,14.7
8895108,1359839340.0,47.377429,8.552864,11,5419,47.9,13.6
8895121,1359839400.0,47.37744,8.552873,11,5823,47.1,14.3
8895129,1359839460.0,47.377457,8.552878999999999,11,6385,46.7,15.6
8895151,1359839580.0,47.377461,8.552858,11,6074,43.9,13.8
8895157,1359839580.0,47.377463,8.552852,11,4645,49.2,12.0
8895298,1359840300.0,47.3775,8.552862,11,4854,44.7,11.3
8895374,1359840660.0,47.377458000000004,8.552844,11,10517,41.1,22.2
8895532,1359841560.0,47.377471,8.552855000000001,11,8694,39.2,17.4
8895628,1359842040.0,47.377458000000004,8.552854,11,7085,43.7,16.0
8895797,1359871200.0,47.377497999999996,8.552854,11,6081,41.0,12.8
8895971,1359872160.0,47.377486,8.552853,11,5727,41.0,12.0
8896113,1359872880.0,47.377479,8.552844,11,6866,38.3,13.4
8896319,1359894300.0,47.377481,8.552863,11,4717,54.8,13.8
8896350,1359894480.0,47.377491,8.552853,11,4819,55.2,14.2
8896472,1359895140.0,47.377492,8.55283,11,4793,51.7,13.1
8896676,1359896160.0,47.37747,8.552855000000001,11,3869,56.2,11.6
8896759,1359896580.0,47.377458000000004,8.552874000000001,11,3430,57.3,10.5
8897520,1359900480.0,47.377494,8.552859,11,3972,57.6,12.3
8897638,1359901080.0,47.377493,8.552859,11,50029,18.9,44.0
8897755,1359901680.0,47.377491,8.552854,11,4012,59.8,12.9
8897873,1359902340.0,47.377449,8.552874000000001,11,4188,61.5,13.9
8897999,1359902940.0,47.37746,8.552857000000001,11,5754,48.3,14.6
8898253,1359904260.0,47.377457,8.55284,11,2600,66.8,9.5
8898294,1359904440.0,47.377484,8.552856,11,3057,63.1,10.5
8898647,1359906300.0,47.377462,8.552858,11,3514,58.6,11.1
8898875,1359907440.0,47.377466999999996,8.552862,11,4577,53.7,13.0
8898927,1359907680.0,47.377462,8.552864,11,3608,58.2,11.3
8899339,1359909840.0,47.377461,8.552848,11,5078,48.5,12.9
8899464,1359910440.0,47.37748,8.552856,11,3670,61.0,12.1
8899526,1359910740.0,47.377472,8.552844,11,4363,57.5,13.5
8899913,1359912720.0,47.377487,8.552855000000001,11,4361,57.2,13.4
8900179,1359914100.0,47.377449,8.55285,11,4365,58.8,13.8
8900312,1359914760.0,47.377456,8.552856,11,5330,54.4,15.4
8900394,1359915180.0,47.377476,8.552858,11,5429,52.9,15.2
8900459,1359915480.0,47.377466,8.55285,11,5224,54.6,15.2
8900757,1359917040.0,47.377475,8.552857000000001,11,4940,54.7,14.4
8900919,1359917880.0,47.377457,8.552861,11,4358,56.3,13.1
8901284,1359922140.0,47.377435999999996,8.552853,11,3340,55.8,9.9
8901973,1359925680.0,47.377466999999996,8.552875,11,2656,59.7,8.5
8902049,1359926040.0,47.377481,8.552858,11,4275,51.4,11.6
8902518,1359928440.0,47.377455,8.552861,11,4347,48.5,11.1
8902543,1359928560.0,47.377462,8.552857000000001,11,3701,52.0,10.2
8902672,1359929220.0,47.377466,8.552856,11,3846,51.1,10.4
8902841,1359930060.0,47.377463,8.552857000000001,11,3236,51.5,8.8
8902881,1359930300.0,47.377468,8.552863,11,4020,47.7,10.0
8903074,1359931320.0,47.377461,8.55287,11,3089,51.7,8.4
8903150,1359931680.0,47.377468,8.552859,11,2384,55.9,7.1
8903299,1359932460.0,47.377483000000005,8.55287,11,2864,51.3,7.8
8903324,1359932580.0,47.377481,8.552864999999999,11,2801,51.8,7.7
8903613,1359934020.0,47.377472,8.552863,11,2850,50.8,7.6
8903736,1359934680.0,47.377496,8.5529,11,2855,49.8,7.5
8903739,1359934680.0,47.3775,8.552897,11,2396,53.8,6.8
8903807,1359935040.0,47.377483000000005,8.552883999999999,11,2608,51.6,7.1
8904058,1359936300.0,47.37754,8.552909,11,2181,53.0,6.1
8904459,1359938400.0,47.377459,8.552866,11,1718,54.1,4.9
8904825,1359940200.0,47.377464,8.552845,11,2239,47.8,5.6
8904910,1359940620.0,47.37747,8.552883999999999,11,2486,45.6,5.9
8904952,1359940860.0,47.377459,8.552862,11,2399,46.6,5.8
8904992,1359941040.0,47.377464,8.552883999999999,11,2457,47.8,6.1
8905023,1359941220.0,47.377481,8.552881,11,2242,49.3,5.8
8905479,1359943560.0,47.377459,8.552863,11,2511,43.9,5.7
8905736,1359944820.0,47.377461,8.552868,11,2741,48.0,6.9
8905820,1359945300.0,47.377505,8.552863,11,2961,45.4,7.0
8905837,1359945420.0,47.377497,8.552864999999999,11,3134,44.3,7.2
8906238,1359977460.0,47.377485,8.552861,11,6046,37.9,11.6
8906358,1359978180.0,47.377502,8.552886,11,4952,40.1,10.2
8906416,1359978420.0,47.377522,8.552864999999999,11,5586,37.9,10.7
8906588,1359979320.0,47.377495,8.552881,11,7293,36.9,13.6
8906919,1359981000.0,47.37749,8.552885,11,5772,41.5,12.3
8906923,1359981000.0,47.377493,8.552882,11,6027,40.5,12.5
8906935,1359981060.0,47.377497,8.552883,11,5535,41.3,11.7
8906948,1359981120.0,47.377495,8.552894,11,5401,42.2,11.7
8907161,1359982260.0,47.377485,8.55288,11,7826,38.2,15.2
8907474,1359983820.0,47.377459,8.552875,11,6382,37.8,12.3
8907927,1359986160.0,47.377479,8.552855000000001,11,5524,42.6,12.1
8907929,1359986160.0,47.377485,8.552858,11,4612,41.6,9.9
8908066,1359986880.0,47.377487,8.552844,11,5224,39.4,10.5
8908260,1359987840.0,47.377477,8.552846,11,6287,37.5,12.0
8908521,1359989220.0,47.377466,8.55284,11,6096,39.5,12.3
8908752,1359990420.0,47.377457,8.552845,11,3640,45.3,8.6
8908804,1359990660.0,47.377457,8.552847,11,3878,44.6,9.0
8908810,1359990660.0,47.377449,8.552835,11,3415,45.5,8.1
8908956,1359991440.0,47.377471,8.552845,11,5243,38.5,10.3
8909000,1359991620.0,47.377472999999995,8.552854,11,5101,37.6,9.7
8909094,1359992160.0,47.377462,8.552861,11,12551,32.7,20.4
8909228,1359992880.0,47.377466,8.552864,11,62350,10.9,29.3
8909613,1359994860.0,47.37747,8.552845,11,7145,36.5,13.2
8909664,1359995100.0,47.377476,8.552841,11,5870,37.8,11.3
8909850,1359996120.0,47.377477,8.552850999999999,11,9869,49.6,25.7
8910013,1359996960.0,47.377464,8.552844,11,3920,38.3,7.6
8910034,1359997020.0,47.377458000000004,8.55287,11,4892,37.1,9.2
8910502,1359999480.0,47.377497,8.552864,11,5377,35.4,9.6
8910545,1359999720.0,47.377487,8.552878999999999,11,5881,34.7,10.2
8910693,1360000500.0,47.377469,8.552859,11,5077,35.3,9.0
8910759,1360000800.0,47.37747,8.552826,11,4724,35.4,8.4
8910861,1360001340.0,47.377495,8.552871000000001,11,5401,34.7,9.4
8910924,1360001700.0,47.377485,8.55285,11,4763,35.9,8.6
8910997,1360002060.0,47.377506,8.55284,11,5126,33.5,8.6
8911366,1360004040.0,47.377477,8.552850999999999,11,3789,35.6,6.8
8911396,1360004160.0,47.377466999999996,8.552845,11,3849,36.6,7.1
8911409,1360004220.0,47.377466,8.552847,11,4195,36.2,7.7
8911714,1360005780.0,47.377464,8.552837,11,3618,36.0,6.6
8912312,1360008840.0,47.377435999999996,8.552828,11,4473,35.7,8.0
8912559,1360010160.0,47.377435999999996,8.552819,11,3749,35.3,6.7
8912661,1360010700.0,47.377445,8.552824000000001,11,3837,36.3,7.0
8912672,1360010760.0,47.377452000000005,8.552826,11,4357,34.9,7.7
8912681,1360010820.0,47.377451,8.552824000000001,11,3978,35.5,7.1
8913240,1360013640.0,47.377458000000004,8.552821,11,4756,36.7,8.8
8913430,1360014660.0,47.377475,8.552845,11,5235,38.5,10.3
8913675,1360015860.0,47.377456,8.552841,11,4717,45.8,11.2
8913784,1360016460.0,47.37747,8.552857000000001,11,5096,44.3,11.7
8913920,1360017120.0,47.377474,8.552858,11,3856,45.2,9.1
8914377,1360019460.0,47.377497999999996,8.552854,11,4088,47.7,10.2
8914496,1360020060.0,47.377499,8.552856,11,3943,47.8,9.9
8914559,1360020420.0,47.37751,8.552863,11,3811,44.3,8.8
8914657,1360020960.0,47.377479,8.552883,11,2756,48.2,7.0
8914695,1360021140.0,47.37748,8.55287,11,3216,49.0,8.3
8914753,1360021440.0,47.377485,8.55286,11,3557,47.0,8.7
8915022,1360022820.0,47.37748,8.552852,11,4405,52.8,12.3
8915136,1360023360.0,47.377462,8.552850999999999,11,4585,52.0,12.6
8915396,1360024740.0,47.377459,8.552872,11,3561,57.7,11.0
8915477,1360025160.0,47.37748,8.552857000000001,11,3617,57.4,11.1
8915535,1360025460.0,47.377472,8.552866999999999,11,3320,60.0,10.7
8915983,1360027680.0,47.377471,8.552844,11,2971,57.4,9.1
8916010,1360027800.0,47.377476,8.55287,11,3095,57.1,9.5
8916574,1360030740.0,47.377481,8.55287,11,2743,65.0,9.7
8916633,1360031040.0,47.377461,8.552861,11,2710,64.9,9.6
8917265,1360034280.0,47.377489000000004,8.552858,11,2039,71.6,8.1
8917682,1360036440.0,47.377487,8.552878,11,1696,67.8,6.3
8918004,1360038060.0,47.377466,8.552861,11,1696,57.8,5.3
8918129,1360038660.0,47.377466999999996,8.552878,11,1551,57.3,4.8
8918130,1360038660.0,47.377468,8.552876,11,1540,57.7,4.8
8918318,1360039680.0,47.377457,8.55285,11,1766,52.3,4.9
8918503,1360040640.0,47.377471,8.552873,11,1833,56.9,5.6
8918762,1360041900.0,47.377464,8.552862,11,1639,61.6,5.5
8918791,1360042080.0,47.377478,8.552855000000001,11,1993,53.3,5.6
8919119,1360043760.0,47.377458000000004,8.552847,11,1809,55.4,5.3
8919515,1360045740.0,47.377475,8.552872,11,2266,52.4,6.3
8919533,1360045860.0,47.377463,8.55286,11,2019,58.8,6.4
8919578,1360046160.0,47.377457,8.552850999999999,11,2142,54.0,6.1
8919688,1360046700.0,47.377469,8.552854,11,2867,48.2,7.2
8919731,1360046940.0,47.377455,8.552856,11,2615,50.1,6.9
8919998,1360048260.0,47.377455,8.55286,11,1973,60.3,6.4
8920360,1360050120.0,47.377463,8.552862,11,2374,49.3,6.1
8920373,1360050180.0,47.377469,8.552862,11,3124,45.4,7.4
8920583,1360051260.0,47.377458000000004,8.552891,11,2117,48.6,5.4
8920625,1360051500.0,47.377452000000005,8.552866,11,2376,46.4,5.7
8921207,1360054440.0,47.377471,8.552847,11,1681,40.1,3.4
8921220,1360054500.0,47.37747,8.552859,11,1863,39.8,3.8
8921487,1360055880.0,47.37745,8.552853,11,3429,30.3,5.1
8921780,1360057440.0,47.377472,8.552859,11,3861,32.0,6.1
8921849,1360057740.0,47.377477,8.552852,11,2803,38.4,5.5
8921963,1360058340.0,47.37747,8.552856,11,4261,35.0,7.5
8922008,1360058580.0,47.377481,8.552852,11,4193,33.8,7.1
8922588,1360061520.0,47.37749,8.552868,11,3011,32.7,4.9
8922610,1360061640.0,47.377472999999995,8.552854,11,4272,31.6,6.7
8923027,1360063740.0,47.377488,8.552857000000001,11,5135,29.1,7.3
8923144,1360064400.0,47.37748,8.552855000000001,11,4698,27.5,6.3
8923673,1360067040.0,47.377444,8.552798,11,4147,32.6,6.7
8923839,1360067940.0,47.377463,8.552866999999999,11,2194,36.3,4.0
8923935,1360068420.0,47.377485,8.552861,11,2260,34.7,3.9
8924013,1360068840.0,47.377471,8.552848,11,2024,39.1,4.0
8924055,1360069020.0,47.37747,8.55287,11,2195,37.6,4.2
8924227,1360069920.0,47.377476,8.552847,11,2111,38.8,4.2
8924353,1360070520.0,47.377468,8.552886,11,2646,33.2,4.4
8924717,1360072440.0,47.37749,8.552863,11,3090,36.5,5.7
8924861,1360073160.0,47.377477,8.552854,11,4290,38.7,8.5
8925118,1360074420.0,47.377472999999995,8.552844,11,4916,25.5,6.1
8931634,1360333800.0,47.366448,8.540633999999999,11,156326,16.9,120.6
8931700,1360334160.0,47.366212,8.548853,11,10354,46.4,25.0
8932208,1360336740.0,47.379998,8.542643,11,16709,43.6,37.6
8932994,1360340820.0,47.365728000000004,8.547298,11,23744,30.8,36.2
8933028,1360340940.0,47.364901,8.553995,11,23549,34.8,41.1
8933309,1360342440.0,47.36505,8.553914,11,29552,40.2,60.8
8934280,1360347480.0,47.366912,8.545028,11,14939,45.3,35.2
8934776,1360350060.0,47.377365000000005,8.541739999999999,11,21413,37.8,41.1
8934779,1360350060.0,47.377555,8.541777,11,15283,39.5,30.9
8936050,1360356660.0,47.376172,8.539549000000001,11,20166,40.2,41.5
8936059,1360356720.0,47.376971999999995,8.540772,11,20982,43.7,47.5
8936762,1360360620.0,47.368924,8.539633,11,9763,51.9,26.8
8937944,1360366800.0,47.367012,8.543866,11,15357,45.1,35.9
8937974,1360366920.0,47.365823,8.547573,11,10207,52.1,28.2
8937984,1360366980.0,47.366385,8.548288000000001,11,9970,51.9,27.4
8944784,1360409040.0,47.377457,8.54166,11,29580,37.4,56.1
8944785,1360409040.0,47.377434,8.541654,11,29668,37.4,56.3
8945337,1360411860.0,47.369869,8.53933,11,14271,50.3,37.8
8945356,1360411980.0,47.37301,8.538253,11,25334,45.4,59.8
8946098,1360415760.0,47.377061,8.540386,11,28533,43.9,64.8
8946137,1360415940.0,47.372997999999995,8.538263,11,80672,39.9,164.4
8946748,1360419060.0,47.37795,8.541748,11,24649,42.8,54.4
8946756,1360419120.0,47.3787,8.542387,11,18963,40.5,39.4
8947952,1360425180.0,47.368176,8.53983,11,15644,42.8,34.5
8948778,1360429380.0,47.372783,8.538349,11,39858,46.8,97.4
8949206,1360431600.0,47.366476,8.547831,11,11170,43.0,24.8
8949244,1360431840.0,47.366582,8.541414,11,13132,42.4,28.7
8955371,1360495680.0,47.378661,8.541960000000001,11,12076,46.4,29.2
8955466,1360496160.0,47.366516,8.540486999999999,11,42806,21.0,42.2
8956125,1360502040.0,47.369908,8.539318,11,8499,50.6,22.6
8956163,1360502220.0,47.366541999999995,8.54149,11,10686,49.8,28.0
8956593,1360504500.0,47.376065999999994,8.539455,11,10342,44.8,24.0
8957297,1360508160.0,47.367004,8.543805,11,161387,14.5,105.2
8958531,1360514520.0,47.364897,8.553923,11,9001,63.0,30.8
8962588,1360569240.0,47.378683,8.542088,11,84495,28.8,119.1
8962630,1360569480.0,47.37621,8.539508,11,24779,44.6,57.4
8963089,1360589520.0,47.376132,8.539514,11,32488,42.6,71.3
8963103,1360589580.0,47.373126,8.538285,11,29828,44.0,67.9
8963646,1360592400.0,47.36996,8.53923,11,25793,44.9,60.1
8963718,1360592760.0,47.378709,8.542375,11,107857,35.9,195.0
8964387,1360596240.0,47.376171,8.539427,11,45175,42.4,98.7
8964956,1360599180.0,47.372793,8.538347,11,37638,40.2,77.5
8965882,1360603920.0,47.366273,8.5484,11,36581,44.5,84.4
8966145,1360605360.0,47.3651,8.553697999999999,11,36318,39.5,73.2
8967029,1360609860.0,47.373139,8.538327,11,22772,51.6,62.2
8967171,1360610580.0,47.364794,8.554110000000001,11,29029,47.8,72.6
8971154,1360741920.0,47.379785,8.542615,11,32997,38.0,63.7
8971160,1360741980.0,47.378943,8.542931,11,56872,32.9,93.1
8971266,1360742520.0,47.366908,8.540339999999999,11,22013,42.1,47.7
8972030,1360758540.0,47.373118,8.538200999999999,11,22708,50.4,60.3
8972731,1360762140.0,47.3787,8.542469,11,22884,46.0,54.8
8972733,1360762140.0,47.378648999999996,8.542078,11,19170,50.0,50.5
8972811,1360762560.0,47.369986,8.539224,11,21691,48.9,55.7
8973373,1360765440.0,47.377722999999996,8.541768,11,20063,46.5,48.6
8974154,1360769520.0,47.368752,8.539769999999999,11,21628,46.4,52.3
8974597,1360771800.0,47.366531,8.541258000000001,11,29232,39.3,58.5
8974632,1360771980.0,47.369809000000004,8.539166,11,29587,43.8,67.1
8975332,1360775580.0,47.379016,8.543021000000001,11,50073,32.6,81.3
8975356,1360775700.0,47.377934,8.541691,11,22551,48.8,57.8
8975688,1360789380.0,47.373114,8.538210000000001,11,2437,31.8,3.9
8980757,1360847040.0,47.366045,8.547092,11,27273,48.9,70.0
8980801,1360847280.0,47.366539,8.541245,11,59131,33.0,97.4
8982234,1360854660.0,47.378393,8.541565,11,19327,54.7,56.4
8982975,1360858440.0,47.369904999999996,8.539285000000001,11,18375,53.0,51.7
8983404,1360860660.0,47.366985,8.545154,11,48147,36.6,89.0
8983501,1360861140.0,47.37263,8.538362,11,26583,48.5,67.7
8984198,1360864740.0,47.377865,8.541723,11,25846,51.1,69.7
8991082,1360917660.0,47.368786,8.539532000000001,11,20027,49.6,52.3
8992310,1360923900.0,47.364993,8.553842999999999,11,17517,58.9,55.5
8992474,1360924740.0,47.3779,8.541745,11,40403,43.9,91.9
8993800,1360931520.0,47.377475,8.541742,11,21908,46.9,53.7
8995790,1360941780.0,47.37746,8.541675999999999,11,26956,42.3,58.7
8996371,1360944720.0,47.368210999999995,8.539803,11,10946,53.8,31.3
8996424,1360944960.0,47.376073999999996,8.539505,11,11994,53.4,34.0
8997150,1360948680.0,47.372966999999996,8.538189,11,14830,52.7,41.5
8997284,1360949340.0,47.364908,8.553957,11,45225,41.4,96.3
8997638,1360951200.0,47.366537,8.541238,11,19554,47.3,48.4
8998527,1360955760.0,47.366541,8.541456,11,57362,34.6,99.7
