,time,lat,lon,eletrico,n_particulas,d_particulas,ldsa
2641174,1341774840.0,47.370017,8.538003999999999,6,9547,43.9,23.2
2641484,1341776460.0,47.366458,8.546727,6,8767,45.5,22.2
2642964,1341784080.0,47.365181,8.548017999999999,6,11473,46.4,29.6
2643135,1341784920.0,47.366465999999996,8.546364,6,32726,41.4,74.2
2644199,1341790440.0,47.370822,8.530128999999999,6,10122,35.7,19.3
2644610,1341792480.0,47.371590000000005,8.535638,6,9959,34.2,18.1
2644984,1341816180.0,47.377051,8.541834,6,16571,48.4,45.0
2644999,1341816240.0,47.376304,8.543612,6,35550,24.8,44.5
2645090,1341816720.0,47.360781,8.551928,6,10208,39.3,21.8
2645278,1341817680.0,47.362673,8.550124,6,4885,48.0,13.1
2646274,1341823080.0,47.374340000000004,8.543478,6,6385,45.0,15.9
2646786,1341825900.0,47.378671999999995,8.540315,6,10210,45.7,25.9
2646893,1341826500.0,47.365689,8.546997,6,7482,45.0,18.7
2647705,1341831000.0,47.37748,8.541688,6,15502,35.8,29.7
2648706,1341836340.0,47.367165,8.545634,6,14009,36.9,27.8
2649054,1341838200.0,47.378074,8.541739999999999,6,7857,34.8,14.5
2649889,1341850080.0,47.375752,8.543377,6,15488,47.9,41.5
2649955,1341850380.0,47.366724,8.545927,6,29114,35.4,54.9
2650563,1341854040.0,47.37556,8.543336,6,13635,43.0,32.3
2650847,1341856020.0,47.373661,8.542961,6,11281,44.4,27.7
2651311,1341858660.0,47.379838,8.537724,6,13755,43.7,33.2
2652644,1341865800.0,47.369640000000004,8.543662,6,12878,44.5,31.8
2653222,1341869040.0,47.376868,8.543033,6,11887,47.0,31.2
2653533,1341870660.0,47.369738,8.543312,6,9474,45.9,24.2
2654092,1341873780.0,47.377542,8.541697000000001,6,16372,38.1,33.7
2654204,1341874320.0,47.363471000000004,8.549447,6,9297,47.9,25.0
2654329,1341874980.0,47.360155999999996,8.552081,6,7662,49.5,21.3
2654422,1341875460.0,47.374257,8.543341,6,14427,41.4,32.7
2656102,1341908040.0,47.377092,8.536961999999999,6,12583,50.0,35.5
2656204,1341908520.0,47.379503,8.537633999999999,6,9910,53.6,30.3
2656841,1341911880.0,47.377567,8.538834,6,10620,51.5,31.0
2657446,1341915060.0,47.377032,8.536999,6,20814,40.1,45.5
2657532,1341915540.0,47.376952,8.53987,6,21884,40.6,48.4
2657572,1341915720.0,47.379529,8.537694,6,12144,50.6,34.7
2658127,1341918660.0,47.37701,8.537073,6,7970,76.4,36.7
2658779,1341922020.0,47.377142,8.541355000000001,6,10370,52.7,31.1
2658884,1341922620.0,47.377331,8.538464,6,8465,56.6,27.6
2658926,1341922860.0,47.377959999999995,8.541767,6,11409,56.5,37.0
2659541,1341926040.0,47.377044,8.536984,6,48343,59.3,166.3
2660160,1341929280.0,47.377456,8.539762,6,14096,49.4,39.2
2661554,1341936600.0,47.377657,8.537789,6,14197,41.1,31.9
2661603,1341936900.0,47.375912,8.53647,6,20122,45.2,50.5
2662199,1341939960.0,47.377004,8.540533,6,122657,31.1,199.6
2662342,1341940920.0,47.379364,8.537396000000001,6,13389,52.6,40.1
2662951,1341944220.0,47.376156,8.537492,6,30219,49.5,84.2
2663570,1341947400.0,47.377328999999996,8.537302,6,27528,50.5,78.5
2663606,1341947640.0,47.376921,8.536922,6,16301,52.3,48.4
2663708,1341948180.0,47.379638,8.538025,6,47104,41.7,107.6
2664267,1341951120.0,47.377045,8.53688,6,17404,50.9,50.1
2664366,1341951600.0,47.377144,8.538513,6,21189,46.4,54.8
2665082,1341955320.0,47.377733,8.541788,6,26209,55.5,83.4
2665604,1341958080.0,47.377177,8.539254,6,17925,55.2,56.6
2665650,1341958380.0,47.376283,8.537263000000001,6,16176,53.8,49.7
2666561,1341987540.0,47.378507,8.540797,6,25203,46.6,65.5
2667431,1341992100.0,47.376973,8.540857,6,10754,46.7,28.0
2668674,1341998640.0,47.377469,8.538761000000001,6,7346,44.9,18.3
2668856,1341999540.0,47.379822999999995,8.537488,6,9584,45.3,24.1
2670137,1342006260.0,47.375585,8.537142,6,14936,35.0,27.8
2670692,1342009200.0,47.378847,8.539273,6,13277,47.1,34.9
2671505,1342013460.0,47.376314,8.5363,6,14265,37.6,28.9
2672182,1342017240.0,47.377156,8.539633,6,27022,47.8,72.2
2672840,1342020720.0,47.375986,8.536665,6,9993,45.1,25.0
2673560,1342024440.0,47.376872999999996,8.540989,6,17766,40.8,39.5
2673564,1342024500.0,47.376915000000004,8.541,6,15281,43.8,36.9
2674065,1342027380.0,47.377527,8.537995,6,14530,37.3,29.2
2676758,1342041540.0,47.378044,8.538364,6,13361,43.6,32.1
2676878,1342042140.0,47.37686,8.538116,6,12485,45.9,31.9
2677424,1342044960.0,47.377907,8.541659,6,12620,40.3,27.7
2677509,1342045500.0,47.376977000000004,8.53691,6,6506,44.1,15.9
2678094,1342048560.0,47.37706,8.536988000000001,6,9117,40.5,20.1
2679215,1342076040.0,47.37992,8.537433,6,30814,49.2,85.3
2681169,1342086300.0,47.377055,8.536961,6,11954,37.7,24.3
2681224,1342086600.0,47.377215,8.539434,6,21386,42.7,50.2
2681744,1342089420.0,47.378506,8.540756,6,12273,40.8,27.3
2681748,1342089420.0,47.378535,8.540782,6,10816,40.2,23.7
2681831,1342089840.0,47.377084,8.537018,6,12181,37.2,24.4
2683134,1342096680.0,47.377666,8.538072,6,11350,45.8,28.9
2683167,1342096860.0,47.376906,8.537058,6,9103,45.1,22.7
2683294,1342097520.0,47.378593,8.541083,6,12892,45.5,32.5
2683300,1342097580.0,47.379194,8.538482,6,13707,41.6,31.2
2683837,1342100400.0,47.377244,8.537409,6,9494,38.9,20.0
2684502,1342103940.0,47.377352,8.539492,6,19525,39.3,41.6
2684580,1342104360.0,47.375809000000004,8.536631,6,9368,41.9,21.5
2684582,1342104360.0,47.37579,8.537111,6,9597,44.7,23.7
2684667,1342104780.0,47.379507000000004,8.537807,6,28155,42.1,65.0
2685840,1342110900.0,47.377365000000005,8.54165,6,31471,51.2,91.2
2685860,1342111020.0,47.377124,8.539178999999999,6,22169,32.8,38.3
2685952,1342111440.0,47.377045,8.536952000000001,6,9349,33.5,16.6
2685968,1342111560.0,47.375584,8.536671,6,15242,36.0,29.3
2686050,1342111980.0,47.379847,8.537503,6,16442,36.2,31.9
2687242,1342118460.0,47.377028,8.536921000000001,6,8796,36.4,17.2
2687317,1342118820.0,47.37594,8.537439,6,10008,32.9,17.3
2687922,1342122000.0,47.377573,8.538611,6,18451,38.9,38.9
2687932,1342122060.0,47.377552,8.53764,6,12383,37.1,24.7
2688549,1342125360.0,47.379781,8.537488,6,18642,37.5,37.7
2688669,1342126020.0,47.376998,8.537042,6,13051,39.9,28.4
2691234,1342165140.0,47.376866,8.542971000000001,6,10353,41.9,23.8
2692017,1342169160.0,47.373355,8.529008000000001,6,30529,33.6,54.2
2692109,1342169640.0,47.377007,8.541939999999999,6,19535,42.1,45.1
2692428,1342171320.0,47.376946999999994,8.542765,6,12653,42.8,29.8
2693068,1342174560.0,47.369442,8.553927,6,10949,46.2,28.1
2693295,1342175760.0,47.376798,8.543953,6,21497,34.1,38.9
2693799,1342178400.0,47.374832,8.532789999999999,6,26999,41.2,60.8
2695063,1342184940.0,47.377148,8.540084,6,35267,36.3,68.6
2696450,1342192380.0,47.376814,8.544135,6,10583,42.8,24.9
2696673,1342193580.0,47.370439000000005,8.549396,6,14251,48.7,39.0
2697244,1342196520.0,47.373939,8.530161999999999,6,14274,45.1,35.7
2697245,1342196520.0,47.373940000000005,8.530164,6,14054,45.3,35.3
2697332,1342197000.0,47.376927,8.541342,6,12338,43.7,29.8
2697645,1342198620.0,47.37618,8.534202,6,16885,44.5,41.6
2698114,1342201260.0,47.377152,8.539226,6,15222,42.3,35.4
2698932,1342205460.0,47.376395,8.534499,6,15845,41.1,35.6
2699261,1342207200.0,47.376303,8.545727000000001,6,27133,41.8,62.1
2700516,1342213800.0,47.373247,8.527988,6,15151,41.1,34.1
2700536,1342213860.0,47.373639000000004,8.531068,6,13544,43.2,32.2
2700585,1342214160.0,47.377171000000004,8.539353,6,25069,47.5,66.5
2700590,1342214160.0,47.377173,8.539444,6,23103,48.5,62.9
2700614,1342214340.0,47.373621,8.546698,6,20534,49.7,57.4
2700641,1342214460.0,47.37079,8.548748,6,17077,44.2,41.7
2700668,1342214640.0,47.369483,8.554344,6,33528,27.8,47.8
2700829,1342215480.0,47.370443,8.549944,6,15943,43.2,38.0
2700983,1342216260.0,47.373452,8.527857000000001,6,17105,43.9,41.5
2701435,1342218660.0,47.372029,8.547450999999999,6,23851,46.4,61.7
2701621,1342219620.0,47.370439000000005,8.550098,6,12872,47.4,34.1
2701651,1342219800.0,47.372772,8.547422000000001,6,19227,48.5,52.3
2701732,1342220220.0,47.376329,8.535430999999999,6,17917,46.3,46.2
2702170,1342222560.0,47.37724,8.539339,6,17876,52.2,53.0
2702245,1342222920.0,47.370455,8.54948,6,16273,43.9,39.5
2702443,1342223940.0,47.371506,8.547617,6,13370,50.0,37.7
2702686,1342364700.0,47.375632,8.539067,6,5768,37.8,11.8
2703166,1342367160.0,47.375384999999994,8.539017999999999,6,8277,28.2,12.0
2703172,1342367220.0,47.37624,8.539359,6,9107,27.6,12.9
2703198,1342367340.0,47.377065,8.540892999999999,6,15979,33.9,28.7
2704145,1342372440.0,47.370075,8.539256,6,8692,27.1,12.0
2704195,1342372860.0,47.377254,8.541205,6,16367,32.4,27.9
2704233,1342373040.0,47.379898,8.537486,6,10924,34.3,19.9
2704772,1342375980.0,47.366513,8.532637,6,3162,39.7,6.8
2705429,1342382940.0,47.364478000000005,8.530497,6,3896,37.0,7.7
2706873,1342397880.0,47.362903,8.527268,6,4116,37.0,8.2
2708206,1342426920.0,47.366254,8.532746000000001,6,11175,35.6,21.3
2708272,1342427280.0,47.372721000000006,8.538571000000001,6,13193,34.9,24.5
2711168,1342443180.0,47.366709,8.533023,6,3478,48.2,9.4
2711904,1342447440.0,47.361276000000004,8.52547,6,6521,42.3,15.2
2712754,1342452180.0,47.378487,8.540957,6,19004,44.5,46.8
2712814,1342452480.0,47.372588,8.538217,6,15160,33.1,26.5
2712852,1342452660.0,47.367483,8.534871,6,13015,41.8,29.8
2713858,1342458180.0,47.374274,8.538235,6,17672,38.3,36.6
2713874,1342458300.0,47.371122,8.538536,6,13100,35.5,24.8
2713922,1342458600.0,47.365594,8.531808,6,10881,38.4,22.6
2716330,1342471920.0,47.377051,8.540142999999999,6,8391,48.7,23.0
2717198,1342476720.0,47.364579,8.530485,6,11206,43.4,26.8
2717252,1342477020.0,47.371266,8.538616000000001,6,9710,43.9,23.5
2717823,1342480260.0,47.375608,8.539242,6,15679,43.5,37.6
2717833,1342480320.0,47.373071,8.538254,6,15857,39.7,34.2
2717886,1342480620.0,47.365724,8.532197,6,11715,42.2,27.1
2717887,1342480620.0,47.365557,8.531984,6,13608,42.2,31.5
2718192,1342482240.0,47.373057,8.538283999999999,6,11689,43.4,28.0
2719993,1342514340.0,47.366913000000004,8.545046000000001,6,16286,45.3,41.0
2720306,1342515960.0,47.368103999999995,8.539954,6,8140,53.3,24.7
2720376,1342516320.0,47.373304,8.528064,6,6397,52.5,19.1
2720383,1342516380.0,47.374127,8.52575,6,7254,50.6,20.7
2721579,1342522800.0,47.373757,8.529378,6,7240,49.2,20.0
2721682,1342523340.0,47.366939,8.545031,6,14277,52.1,42.2
2722472,1342527540.0,47.368281,8.539821,6,11929,38.8,25.1
2722495,1342527720.0,47.367007,8.54384,6,17424,37.9,35.7
2722768,1342529220.0,47.366709,8.545096000000001,6,27096,32.7,46.6
2723210,1342531620.0,47.374153,8.525688,6,65208,34.2,118.2
2724172,1342536720.0,47.36699,8.543845,6,16384,49.6,45.8
2724492,1342538340.0,47.368460999999996,8.539548,6,11450,40.9,25.6
2724935,1342540740.0,47.373527,8.530057000000001,6,20337,38.4,42.2
2724938,1342540740.0,47.373363,8.53075,6,14449,38.5,30.0
2725071,1342541460.0,47.363543,8.549234,6,25624,51.3,74.5
2725266,1342542540.0,47.364063,8.547842999999999,6,12995,39.5,27.9
2725876,1342546020.0,47.369217,8.539479,6,12436,40.3,27.3
2726195,1342547640.0,47.366959,8.545143,6,42816,33.4,75.7
2727066,1342552320.0,47.363706,8.549024000000001,6,11531,46.0,29.5
2728744,1342561380.0,47.3666,8.54611,6,16519,45.5,41.8
2729301,1342564320.0,47.36704,8.540144999999999,6,6161,49.7,17.2
2730419,1342570080.0,47.363815,8.549382000000001,6,7400,47.8,19.8
2730527,1342570620.0,47.371759000000004,8.535575,6,5363,60.5,18.9
2730552,1342570740.0,47.373629,8.530035,6,5655,51.2,16.4
2733110,1342684500.0,47.377093,8.536942,6,20161,47.8,53.9
2733266,1342685280.0,47.379791,8.537500999999999,6,20324,54.7,63.7
2737374,1342707060.0,47.377590000000005,8.541769,6,18396,52.2,54.6
2737433,1342707360.0,47.372074,8.542675,6,26735,31.4,43.9
2737783,1342709160.0,47.37641,8.543694,6,11059,44.0,26.9
2738630,1342713720.0,47.365959000000004,8.547001,6,9296,46.1,23.9
2738708,1342714140.0,47.376447999999996,8.543641000000001,6,11826,45.0,29.5
2739582,1342719060.0,47.376348,8.543703,6,6206,49.9,17.5
2740147,1342722180.0,47.369823,8.543319,6,9038,36.7,17.8
2742185,1342733160.0,47.360144,8.552491999999999,6,9925,49.4,27.6
2742225,1342733340.0,47.366246999999994,8.546667999999999,6,8034,40.7,17.8
2742888,1342737000.0,47.367973,8.544907,6,30420,55.7,97.2
2743157,1342738380.0,47.371231,8.543011,6,12548,38.2,25.9
2743819,1342741980.0,47.368567,8.544360000000001,6,11360,40.4,25.0
2743830,1342742040.0,47.367540000000005,8.545039,6,9767,41.3,22.1
2745526,1342769160.0,47.377287,8.541701,6,20685,44.4,50.8
2745555,1342769280.0,47.379630999999996,8.537524000000001,6,16350,44.0,39.7
2746422,1342774020.0,47.376578,8.543733999999999,6,21478,35.7,40.9
2747275,1342778640.0,47.366739,8.546094,6,21389,37.7,43.5
2747342,1342779000.0,47.376463,8.543692,6,12864,42.1,29.7
2747974,1342782420.0,47.360569,8.551697,6,7378,47.5,19.6
2748244,1342783860.0,47.373876,8.543003,6,8561,42.8,20.2
2748810,1342786980.0,47.373995,8.542869999999999,6,10253,45.8,26.1
2748846,1342787160.0,47.367362,8.545152,6,12867,42.9,30.3
2749192,1342788960.0,47.375987,8.543759,6,9507,49.0,26.2
2749686,1342791840.0,47.376906,8.542761,6,11976,47.6,31.9
2749716,1342791960.0,47.372733000000004,8.542799,6,14323,43.6,34.4
2751386,1342808280.0,47.368087,8.544635000000001,6,18506,49.9,52.0
2751506,1342808880.0,47.379883,8.537491000000001,6,13779,54.6,43.1
2752283,1342813140.0,47.363459000000006,8.549506,6,8885,47.9,23.8
2752341,1342813440.0,47.369703,8.543315,6,6808,49.4,18.9
2752410,1342813800.0,47.377843,8.541749000000001,6,23609,41.8,54.1
2753401,1343027520.0,47.360637,8.551844000000001,6,6441,55.9,20.7
2753674,1343028960.0,47.369772999999995,8.538952,6,11553,48.5,31.4
2753728,1343029260.0,47.373513,8.529336,6,7377,52.8,22.2
2754459,1343032980.0,47.365469,8.547806,6,11369,43.8,27.5
2754476,1343033100.0,47.366892,8.545266,6,17148,53.1,51.9
2754482,1343033100.0,47.366952000000005,8.5451,6,12373,48.3,33.5
2755486,1343038260.0,47.372840000000004,8.528639,6,6969,55.4,22.1
2756267,1343042220.0,47.366659000000006,8.541811000000001,6,20417,43.3,48.7
2756299,1343042400.0,47.369603999999995,8.539369,6,22172,28.7,32.9
2757246,1343047320.0,47.373734999999996,8.526497,6,8161,46.6,21.2
2757250,1343047320.0,47.374106,8.525722,6,8408,51.5,24.5
2758013,1343051340.0,47.366531,8.541191,6,10081,41.4,22.8
2758829,1343055540.0,47.365815000000005,8.547183,6,8454,43.4,20.2
2758898,1343055840.0,47.369509,8.538986999999999,6,9098,42.0,21.0
2760384,1343063820.0,47.366963,8.545122000000001,6,19584,38.5,40.7
2760424,1343064060.0,47.361160999999996,8.551378999999999,6,9624,39.8,20.8
2760729,1343065680.0,47.373727,8.530185000000001,6,9089,45.7,23.1
2761650,1343070420.0,47.37234,8.534904,6,13388,49.1,37.0
2762212,1343073300.0,47.366937,8.54519,6,9875,50.2,28.0
2763240,1343078580.0,47.362899,8.550426,6,8447,52.6,25.2
2764082,1343082960.0,47.367537,8.540111999999999,6,12666,45.9,32.3
2764661,1343085900.0,47.369578000000004,8.538504,6,9752,52.0,28.7
2764998,1343087640.0,47.364329999999995,8.549275999999999,6,9620,56.6,31.3
2767165,1343122920.0,47.379094,8.538756,6,21462,54.3,66.6
2769131,1343133060.0,47.375915,8.536659,6,27754,48.6,75.7
2769776,1343136540.0,47.377188000000004,8.536934,6,12984,58.4,43.8
2770416,1343139840.0,47.377134000000005,8.537081,6,12154,58.6,41.2
2770532,1343140440.0,47.37704,8.54013,6,31195,48.6,85.0
2771801,1343147220.0,47.377478,8.537072,6,33050,47.8,88.5
2772498,1343199060.0,47.376655,8.544241,6,31256,55.9,100.2
2772589,1343199540.0,47.374487,8.532333,6,17130,64.8,65.3
2773307,1343203200.0,47.369847,8.553082,6,15053,68.7,61.4
2773426,1343203860.0,47.374208,8.53205,6,72528,32.7,125.0
2773446,1343203980.0,47.373864000000005,8.529391,6,22760,56.2,73.5
2773451,1343204040.0,47.373965000000005,8.529351,6,25195,55.3,79.9
2773863,1343206080.0,47.374049,8.525542999999999,6,17962,59.4,61.8
2773919,1343206380.0,47.375851000000004,8.536161,6,19219,66.5,75.4
2774012,1343206800.0,47.370686,8.548696000000001,6,11823,70.7,49.8
2775206,1343212920.0,47.374063,8.531914,6,16278,60.6,57.4
2775606,1343215020.0,47.373577000000004,8.527411,6,16583,58.7,56.3
2775630,1343215140.0,47.373490999999994,8.53005,6,19382,51.6,56.7
2775685,1343215380.0,47.377035,8.538491,6,31419,58.8,106.8
2776983,1343222040.0,47.373196,8.529978999999999,6,12100,65.4,46.6
2777518,1343224740.0,47.370765000000006,8.548708,6,19825,63.9,74.2
2777797,1343226180.0,47.377195,8.53943,6,9475,68.6,38.6
2777812,1343226300.0,47.376103,8.537412,6,9444,73.0,41.3
2778295,1343228760.0,47.376277,8.534327000000001,6,12692,10.0,5.5
2778349,1343229060.0,47.376857,8.542861,6,9765,64.4,36.9
2778640,1343230500.0,47.376503,8.544889999999999,6,16156,53.9,49.7
2779112,1343233020.0,47.374538,8.530279,6,11772,68.4,47.7
2779217,1343233620.0,47.373008,8.54723,6,68220,25.7,89.0
2779470,1343234940.0,47.372758000000005,8.547285,6,18202,61.5,65.3
2780390,1343239680.0,47.377078999999995,8.54038,6,34077,44.8,84.7
2780954,1343242500.0,47.376836,8.543866,6,38346,41.6,87.4
2781351,1343244540.0,47.373588,8.529582000000001,6,14667,63.4,54.5
2781803,1343246820.0,47.376745,8.538238,6,16439,58.1,55.1
2782069,1343248200.0,47.376828,8.543885000000001,6,7276,73.5,32.1
2782623,1343251020.0,47.376985999999995,8.540602,6,14832,64.2,55.9
2782863,1343252280.0,47.370619,8.548894,6,7844,67.2,31.2
2782926,1343252580.0,47.37712,8.540227999999999,6,10846,60.4,38.1
2783349,1343254800.0,47.373201,8.528124,6,12056,56.1,38.8
2783371,1343254920.0,47.373871,8.530826,6,14361,51.3,41.8
2783454,1343255340.0,47.374783,8.545380999999999,6,15939,55.2,50.4
2783460,1343255340.0,47.372904999999996,8.546989,6,18942,77.4,88.6
2784276,1343259540.0,47.376701000000004,8.543935000000001,6,9977,64.0,37.5
2784642,1343261400.0,47.373886,8.529766,6,8038,68.7,32.7
2790074,1343290560.0,47.375834999999995,8.537255,6,54987,37.0,109.2
2790777,1343294220.0,47.375972999999995,8.53753,6,7706,69.6,31.9
2791482,1343297880.0,47.377302,8.538421000000001,6,13547,65.2,52.0
2791484,1343297880.0,47.377414,8.538775999999999,6,11140,66.6,43.8
2792045,1343300820.0,47.377054,8.540788000000001,6,30822,40.4,67.8
2792086,1343301000.0,47.377027000000005,8.536982,6,10057,65.0,38.4
2792119,1343301180.0,47.377027000000005,8.536997999999999,6,16523,50.4,47.0
2792131,1343301240.0,47.377031,8.537073,6,28432,50.1,80.4
2792868,1343305020.0,47.376016,8.537271,6,28181,45.1,70.6
2793450,1343308020.0,47.376843,8.541193,6,18971,50.2,53.7
2793544,1343308500.0,47.376991,8.53693,6,31638,47.7,84.4
2794854,1343315340.0,47.377313,8.539397,6,11236,55.8,36.0
2794957,1343318760.0,47.377812,8.540688000000001,6,10276,57.9,34.3
2797574,1343333040.0,47.379858,8.537372999999999,6,12553,53.6,38.4
2797631,1343333400.0,47.377502,8.537573,6,13182,57.7,43.9
2797658,1343333520.0,47.376965000000006,8.536991,6,28769,50.7,82.4
2798345,1343337060.0,47.376864000000005,8.537339,6,48587,32.7,83.8
2798354,1343337120.0,47.377016999999995,8.537082,6,28361,42.0,65.3
2798362,1343337180.0,47.377004,8.536975,6,24505,48.4,66.5
2798475,1343337720.0,47.377348,8.54166,6,16803,52.9,50.5
2799091,1343340960.0,47.376838,8.536954,6,24810,51.5,72.5
2799177,1343341440.0,47.377866,8.54176,6,27423,49.8,76.9
2801967,1343378160.0,47.376982,8.540997,6,24744,49.5,69.0
2802679,1343381820.0,47.379234999999994,8.53801,6,9429,73.6,41.6
2803305,1343385120.0,47.376056,8.537379,6,14493,65.3,55.7
2805280,1343395380.0,47.377029,8.54027,6,15590,56.1,50.3
2805575,1343413620.0,47.377036,8.537025,6,6293,75.4,28.6
2805656,1343413980.0,47.377148999999996,8.539434,6,9817,61.9,35.4
2806266,1343417160.0,47.377286,8.537241,6,10750,66.4,42.1
2807063,1343421300.0,47.376994,8.540992,6,17390,51.0,50.1
2807522,1343423760.0,47.378367,8.540476,6,11067,44.5,27.2
2808372,1343428140.0,47.376899,8.538466,6,4128,60.3,14.5
2808411,1343428320.0,47.377888,8.541757,6,10303,48.7,28.2
2808888,1343430840.0,47.379919,8.537133,6,9250,51.6,27.0
2809034,1343431560.0,47.37709,8.537042,6,6902,47.2,18.2
2810006,1343458200.0,47.377117999999996,8.536899,6,5470,71.1,23.2
2811204,1343464560.0,47.377828,8.541765,6,14272,49.4,39.6
2811367,1343465400.0,47.377239,8.539383,6,8256,60.3,28.9
2811917,1343468280.0,47.377439,8.539060000000001,6,7991,62.0,28.9
2813254,1343475240.0,47.379984,8.537612,6,8069,60.3,28.3
2813344,1343475660.0,47.376985999999995,8.536964,6,8302,61.1,29.5
2813370,1343475780.0,47.376937,8.537033000000001,6,8811,52.6,26.3
2814134,1343479860.0,47.377878,8.541736,6,8206,55.6,26.2
2815346,1343486160.0,47.377918,8.541677,6,8603,59.0,29.4
2816063,1343489880.0,47.377201,8.541596,6,18652,44.5,45.9
2816079,1343489940.0,47.377245,8.539136,6,13027,48.8,35.7
2817583,1343497980.0,47.379933,8.537546,6,6805,44.0,16.5
2818729,1343503980.0,47.379965999999996,8.537528,6,7899,49.3,21.9
2818760,1343504160.0,47.377516,8.541727,6,10171,46.3,26.2
2818849,1343504640.0,47.37703,8.53693,6,7857,46.8,20.5
2820113,1343563920.0,47.373231,8.53226,6,5565,95.0,33.0
2820242,1343564580.0,47.365456,8.54764,6,5031,68.6,20.5
2820244,1343564580.0,47.364926000000004,8.548109,6,2772,100.5,17.6
2820584,1343566380.0,47.374594,8.52572,6,7373,76.8,34.2
2821348,1343570340.0,47.362413000000004,8.550317,6,7621,54.0,23.5
2821932,1343573340.0,47.373490000000004,8.527372999999999,6,7006,60.3,24.5
2822007,1343573760.0,47.368426,8.539535,6,4243,73.0,18.6
2822425,1343575860.0,47.373864000000005,8.530059,6,5597,65.4,21.5
2822879,1343578320.0,47.373279,8.532364,6,6268,60.3,22.0
2823233,1343580240.0,47.36651,8.541217,6,12587,61.8,45.4
2823323,1343580660.0,47.373694,8.53005,6,5344,62.9,19.7
2823775,1343583000.0,47.373502,8.529044,6,4378,70.3,18.3
2823800,1343583120.0,47.373447999999996,8.53161,6,5723,64.0,21.5
2823896,1343583660.0,47.36632,8.546325999999999,6,14811,51.6,43.3
2825153,1343590140.0,47.372279,8.534941,6,6398,63.0,23.6
2825191,1343590320.0,47.373688,8.529568,6,6494,63.6,24.2
2825656,1343592720.0,47.369890999999996,8.538067999999999,6,6665,60.5,23.4
2826026,1343594640.0,47.367074,8.545062,6,12192,57.0,40.0
2826875,1343598960.0,47.368036,8.540018,6,6671,64.1,25.1
2827396,1343601660.0,47.368221999999996,8.539844,6,8503,57.0,27.9
2827810,1343603760.0,47.370894,8.536846,6,7667,55.3,24.3
2828601,1341122220.0,47.368831,8.539633,8,5243,56.8,17.1
2829120,1341124860.0,47.376642,8.543809,8,4484,59.4,15.4
2829682,1341128220.0,47.370338000000004,8.543171000000001,8,4876,58.8,16.6
2830717,1341133560.0,47.372633,8.542745,8,8552,40.5,18.9
2830724,1341133620.0,47.371736999999996,8.54284,8,6287,46.1,16.1
2831239,1341136260.0,47.366663,8.545438,8,23673,48.5,64.3
2831311,1341136620.0,47.377131,8.544282,8,44556,25.9,58.6
2832920,1341146100.0,47.376749,8.543811,8,4347,58.9,14.8
2833033,1341146700.0,47.369636,8.539035,8,4390,53.5,13.4
2833037,1341146760.0,47.369646,8.539002,8,3944,58.7,13.4
2833401,1341148620.0,47.364202,8.531432,8,10761,34.8,20.0
2834652,1341155580.0,47.366927000000004,8.540285,8,7769,46.4,20.1
2834726,1341155940.0,47.371043,8.542942,8,6710,46.6,17.4
2836695,1341181680.0,47.366952000000005,8.543582,8,9687,55.3,30.7
2836781,1341182160.0,47.376698,8.543841,8,16586,49.7,46.5
2837704,1341187440.0,47.366543,8.541526,8,12975,43.2,30.9
2837743,1341187620.0,47.367067999999996,8.545427,8,7924,42.4,18.5
2838981,1341208980.0,47.374798999999996,8.551978,8,3184,50.3,9.0
2839386,1341211080.0,47.368201,8.53646,8,13017,40.0,28.3
2839589,1341212100.0,47.37567,8.539292,8,9677,40.7,21.5
2840162,1341215040.0,47.367166999999995,8.534094999999999,8,17646,40.8,39.3
2840762,1341218160.0,47.368209,8.536448,8,19499,70.8,82.3
2841405,1341221460.0,47.379307,8.544795,8,8470,51.1,24.5
2842106,1341225060.0,47.376912,8.543026,8,14533,48.1,39.1
2842175,1341225420.0,47.369781,8.538903999999999,8,9261,45.2,23.2
2842195,1341225540.0,47.367777000000004,8.535238,8,17561,38.0,36.0
2842378,1341226440.0,47.376568,8.539817,8,9982,45.4,25.1
2842796,1341228660.0,47.376958,8.543858,8,27781,37.5,56.1
2843175,1341230580.0,47.375499,8.553066000000001,8,3232,58.8,11.0
2843425,1341231840.0,47.376672,8.552821,8,3208,61.7,11.5
2843591,1341232740.0,47.369419,8.538434,8,8469,48.3,23.0
2844197,1341235920.0,47.376956,8.542328,8,3840,58.6,13.0
2844886,1341239460.0,47.379426,8.544397,8,44331,23.9,53.0
2845512,1341242640.0,47.377044,8.554015,8,5870,56.4,19.0
2846517,1341247860.0,47.364228000000004,8.531344,8,6197,55.2,19.6
2846664,1341248640.0,47.376912,8.542763,8,10787,51.1,31.2
2848023,1341255600.0,47.37542,8.538592999999999,8,11056,49.8,31.1
2848094,1341255960.0,47.378536,8.545528,8,9516,46.8,24.9
2848426,1341257760.0,47.377249,8.547772,8,6341,57.2,20.9
2849653,1341264000.0,47.377093,8.540704,8,12533,49.0,34.5
2850166,1341266640.0,47.37614,8.548991000000001,8,8578,48.7,23.5
2850304,1341267360.0,47.376028000000005,8.536328,8,9190,56.1,29.6
2850419,1341380220.0,47.369015000000005,8.537831,8,7634,59.6,26.4
2850600,1341381120.0,47.372291,8.538358,8,7183,62.7,26.3
2851187,1341384120.0,47.364263,8.531947,8,5859,67.0,23.2
